qid,intent,product,question,answer
293,function,D2,商米D2系统会自动更新吗,商米为了不影响商户日常工作，系统更新不会自动下载更新和安装。您可以在设备首页的“系统更新”中升级更新设备系统。
294,function,D2,商米D2如何将机器升级到最新的系统版本,"1、设备需在联网状态，点击 桌面的【系统更新】。
2、当检测到系统更新时将自动下载，点击安装，设备将会重启并执行系统升级。
3、系统升级完成后，再次打开【系统更新】查看当前系统是否已是最新版本。"
295,function,D2,商米D2如何恢复出厂设置,"（恢复出厂设置将会清除机器所有数据，请谨慎操作。）
点击“设置”，选择备份和重置，最后点击恢复出厂设置。"
296,function,D2,商米D2商米可以提供系统刷机包吗,商米为了系统安全考虑，将不提供系统刷机包。但是我们会持续给现有机具通过OTA方式推送系统更新。
297,function,D2,商米D2操作系统是否可以获取ROOT权限,为了设备的安全性和系统稳定性考虑，商米限制不能获取到设备的root权限。
298,function,D2,商米D2如何设置锁屏密码,请您点击“设置”，选择安全，点击屏幕锁定方式，可选择【图案】、【PIN码】和【密码】锁定。
299,function,D2,商米D2忘记锁屏密码怎么办,此问题需联系设备购买商，申请通过远程方式清除锁屏密码；如果设备系统版本未支持或者无法联系到设备购买商，请联系售后刷机处理。
300,function,D2,商米D2设备内置什么输入法安装第三方输入法怎么切换使用,设备默认内置谷歌中文输入法，如果您安装了第三方输入法，请在随意一个允许输入的界面，按右下角的小键盘图标->选择键盘->将您需要使用的输入法启用，然后点击小键盘图标切换方可使用。
301,function,D2,商米D2如何调节显示字体的大小,在桌面点击【设置】>【无障碍】切换字体，仅支持系统界面的字体显示。
302,accessories,D2,商米D2该设备支持哪些外接哪些硬件,"1. 钱箱口(RJ12)：只支持外接24V/1A钱箱，如果使用12V钱箱可能存在烧毁钱箱电路隐患。
2. LAN口(RJ45)：是网线接口支持100M网络。
3. USB 2.0接口：支持 HID 协议设备,例如扫码枪、读卡器、U盘、鼠标、键盘、USB摄像头 (符合UVC规格）等可即插即用，免驱动的USB设备。支持U盘格式: FAT32:可读可写;NTFS:可读不可写 ;exFAT:不支持。
4. 串口（RJ11）：RJ11串口可连接电子秤、串口打印机等设备；也支持标准RS232串口设备（需要购买转换线）。
5. 音频孔：是3.5mm 4段式CTIA标准接口，支持外接音箱、耳机。
6. 音频孔：是3.5mm 4段式CTIA标准接口，支持外接音箱、耳机。
7. TF卡槽：支持插入存储卡，最大支持64GB。
8. USB调试口：仅在设备调试时使用。"
303,accessories,D2,商米D2是否支持外接RS232接口的设备如打印机电子秤,支持标准RS232串口设备可连接电子秤、串口打印机等设备; 可以直接购买商米RJ11转RS232数据线，或者自行购买转接线时提供RJ11接口的线序给厂家定制。
304,accessories,D2,商米D2如何外接钱箱,商米台式收银机设有专用的钱箱接口(RJ12)用于连接钱箱；商米收银机只支持外接24V/1A钱箱，如果使用12V钱箱可能存在烧毁钱箱电路隐患。
305,accessories,D2,商米D2如何外接扫码枪,"商米台式收银机设有四个USB接口可用于连接USB设备，支持外接商米小闪和有线扫码枪。USB有线免驱动的扫码设备不限制品牌及型号，即插即用。
物理通讯测试可用：新大陆 NLS-HR22（二维码） NLS-HR11(一维码） NLS-HR22（二维码）民德 MD6100(激光二维码） MD2250(激光一维码）。"
306,accessories,D2,商米D2如何外接电子秤,"1. 系统版本支持：
在收银机桌面找到“系统更新”，联网将系统升级到最新版本；如果未检测到版本，请联系商米技术支持推送。
D2: 单屏 (版本号1.0.7，固件号22)；大小屏(版本号1.0.7，固件号19)
2. 硬件连接要求：
D2有专门的RJ11接口通讯口可连接电子秤；支持外接有线连接和蓝牙连接的电子秤。部分有线连接的电子秤是国标的RS232串口，可购买商米RJ11转RS232数据线连接实现物理通讯接通。
3. 电子秤购买：
因为不同收银软件商可能会适配特定型号的电子秤，具体请咨询收银软件商应该购买哪个型号的电子秤。 (常见可用的有线电子秤：大华ACS-15AB)"
307,accessories,D2,商米D2是否支持通过HDMI连接电视显示屏,本设备不支持HDMI扩展
308,accessories,D2,商米D2是否支持外接USB接口的3G4G无线上网卡,"您可以选择购买免驱动只需USB供电的随身WiFi，例如华为随行WiFi2，这类有电就有4G WiFi热点的设备；
注意外接USB网卡需要安装驱动的就不能直接用，因为驱动一般只提供Windows和Mac系统，不支持T1的安卓系统。"
309,accessories,D2,商米D2是否支持外接摄像头使用,现有系统版本暂不支持外接USB摄像头
310,accessories,D2,商米D2能否连接USB密码键盘,可以连接免驱动的USB密码键盘
311,accessories,D2,商米D2是否有内置MIC可支持语音输入,收银机没有内置MIC麦克风，需要外接蓝牙麦克风使用
312,accessories,D2,商米D2为什么外接音箱输出的音量比原来的声音小,收银机的音频口是CTIA标准4段式的，如果外接插上3段式的音响接口输出音量会变小的，需要购买转换线转成3段的才可以正常使用。
313,accessories,D2,商米D2外接音箱调高音量重启设备后为什么音量会变小,安卓系统的设备，在外接耳机或音箱的情况下，调至最大音量会提示是否将音量调到安全级别以上的提示，如果音量调到安全线以上，重启设备以后，音量会自动返回到安全线以下（也就是前面说的恢复默认音量）。
314,accessories,D2,商米D2使用USB线连接电脑传输文件如何操作,"1.机器通过USB数据线与电脑连接后，在D1s主屏幕顶部往下滑，在菜单中选择“USB选项”，点击“文件传输”即可。
2.在电脑上找的L3531（单屏）/L3532（双屏）名称的设备打开，即可查看机器内部存储空间的文件。"
315,function,D2,商米D2硬件管家可以检查哪些硬件功能是否正常,"1、硬件管家->本机信息：可查看设备的详细信息及参数；
2、硬件管家->网络状况：可查看/测试本机网络情况、测试信号强度和网络稳定性；
3、硬件管家->显示屏：可设置屏幕亮度并测试显示屏颜色是否正确；
4、硬件管家->触屏：可测试设备触屏灵敏度是否无误。
5、硬件管家->喇叭：可诊断设备的喇叭状态；
6、硬件管家->钱箱：可测试钱箱是否正常打开；"
316,malfunction,D2,商米D2开不了机如何处理,"1.检查收银机背面后盖的电源插口是否连接正常；检查电源适配器与电源线的连接处是否插紧
2.拔出所有外接设备的数据连接线，重新插拔下收银机后盖电源插头。
3.有条件可以更换电源适配器交叉测试判断是适配器问题还是机器问题。
4.如以上问题都无法解决，请通过微信小程序“商米服务”进行报修。"
317,malfunction,D2,商米D2开机启动卡在系统加载显示花瓣logo页面如何处理,"请长按电源键关机，拔出所有外接设备的数据连接线，重新按下电源键开机，多测试几次看是否能进入系统。
进入系统后，在桌面找到“系统更新”，联网将系统升级到最新版本，单屏:1.0.5，双屏:1.0.2。"
318,malfunction,D2,商米D2设备突然死机了,拔下电源线后重新插上，等待5s后，再短按电源键2秒开启。
319,malfunction,D2,"商米D2使用卡顿怎么处理
滑动屏幕一直很卡
打开app卡","请尝试以下方法：
1.机器在同时运行多个应用时，或者外卖接单单量较多时，可能会出现因资源不足而运行缓慢的状况，建议可以定期关闭后台非必须的APP进程。步骤:按下□键，选择清扫图标，进行一键清理内存。或者重启机器后再试试。
2.使用某个特定应用时卡顿，可以选择清理应用的缓存数据和垃圾文件。
操作步骤：设置->应用程序管理->选择相应的程序->清除缓存。
3.升级系统到最新的版本以获得更好的使用体验。"
320,malfunction,D2,商米D2初次开机无法激活如何处理,"1. 手机分享热点给收银机连接，测试是否网络异常导致无法联网激活；
2. 重新启动，再试。
3. 使用其他商米设备测试打开应用市场是否可以下载应用，如果是伺服器异常，请稍后再试。（或者在设备的“您好”页面右上角空白处连续点击5下跳过激活步骤）"
321,malfunction,D2,商米D2系统更新下载升级包失败如何处理,点击 设置->应用->点击右上角显示系统进程->找到系统更新->储存空间->清除数据，重启机器，再次下载更新试试
322,malfunction,D2,商米D2设备搜不到wifi信号手机可以搜索到,收银机硬件仅支持2.4Ghz的WiFi网络，不支持5Ghz，请连接非5G的wifi频段尝试。
323,malfunction,D2,商米D2连接WiFi提示网络连接失败WiFi连接后不能上网,"1.收银设备能搜索到WiFi网络，一般代表无线网卡硬件正常，大概率属于网络配置问题，尝试重新启动机具，试试是否恢复正常；
2. 如果仍然无法联网，可在收银机桌面点击 设置->硬件管家->测试网络是否通畅，点击“开始测试”查看网络测试结果是否良好，判断是否网络不稳定或网络不通导致的问题；
同时使用其他设备连接同一WiFi网络，如果其他设备能够联网，继续下一步排查；
如果其他设备也不能联网，请检查无线路由器的设置以及联系宽带的服务商排查网络问题；
3. 可能是网络缓存数据有问题，在收银机桌面点击 设置->更多，选择“重置网络设置”；完成后再打开 设置->硬件管家->测试网络是否恢复正常；
4. 可能属于无线路由器或宽带网络问题，尝试切换其他无线网络或手机开热点让收银机连接，测试是否WiFi的网络问题。如果能够连接其他WiFi热点代表设备硬件没问题，请继续下一步排查；
5.可能是周围的WiFi信号互有干扰，建议重启路由器，如果问题仍然存在，可能需要修改路由器的无线配置（例如WiFi信道选择1-11，WiFi加密方式改WPA2,WPA等试试)。"
324,malfunction,D2,商米D2插入网线连接后无法连接网络,"请尝试以下方法：
1. 检查网线连接后，网线状态灯是否正常闪烁；如果状态灯不亮，需要检查是否网络异常，有条件可以更换网线测试；
2. 检查屏幕右上角是否显示有线网已成功连接的logo。如果网线状态灯亮，但是不显示网络已连接的Logo，可检查是否局域网内的DHCP服务是否启用，如果使用固定IP联网方式，需要在设置->有线网->静态->设置静态IP的方式连接网络。
3. 如果屏幕右上角是否显示有线网已成功连接的logo，但是某个APP不能联网，那么属于该APP的问题；如果网络检查无问题，所有应用均无法联网，尝试以下步骤：设置->备份和重置，选择“重置网络设置”，关机后重新开机再测试。
4. 如果是连网不稳定，可以点击设置->硬件管家->测试网络的信号强度及网络稳定性、如果网络存在连接不稳定或信号弱，则需要检查路由器或者联系当地运营商核实网络状况。"
325,malfunction,D2,商米D2外接USB扫码枪外接USB扫码盒不能使用,"收银机支持免驱动、USB HID 协议有线连接的扫码设备（相当于标准的键盘输入设备），支持即插即用。
无线扫码枪一般支持Windows设备为主，安卓系统大多不兼容，请与厂家确认是否支持。
外接USB接口的有线扫码枪有问题，按照以下步骤排查：
1、检查扫码枪是否已通电；连接时有蜂鸣声提示，按压扫码有红光。
如果扫描枪未通电，按照以下步骤排查：
1)检查收银机物理接口连接了哪些设备，拔出所有外接的外设；
2)更换其他USB接口连接重新连接，再试；
3)将扫码枪换到其他设备上测试是否可用，如果在其他设备上扫码枪可用，则将收银机关机重新启动再连接扫码枪试试是否可用。
2、测试扫描枪是否能捕获条码的数据；在桌面打开计算器app，使用扫码枪分别扫描商品条码和手机付款码，查看是否能获取条码数据。
如果扫商品的条码可以获取条码数据，代表硬件连接正常可使用，请检查收银软件的设置是否问题。
如果扫商品的条码不能获取条码数据，按照以下步骤排查：
1) USB接口多连接几个设备，例如USB扫码枪、鼠标、键盘；然后在收银机桌面打开【设置】->【关于设备】->连续点击6下固件版本号->输入密码“1234” ->选择CIT Preload->USB，查看“检测到的外置USB设备有”多少个；如果能检测到USB设备，代表USB接口工作正常。如果检测USB设备为0个，可能USB接口有故障。
2) 如果USB接口工作正常，只是扫码枪不能扫描，请注意商品条形码是否有欠缺和破损；扫码枪是否兼容商品的条形码类型；还有扫码枪是否支持扫描屏幕（部分扫码枪只能扫描纸质上的条码）；"
326,malfunction,D2,商米D2用扫码枪或扫码盒扫描条码二维码识别数值不完整缺少部分数值,"1.此问题可能是扫码枪扫码识别的数值经过输入法输出，被输入法截取了部分数值，您可以在收银机桌面点击 设置->扫码与键盘，找到“已接入的键盘或其他设备”选择输出方式为“扫码设备”->点击“保存”，设置完成后扫码枪扫码，识别内容不会经过输入法直接输出到UI界面。
2.如在第一步操作仍然无法解决，我们为您转接专家客服为您处理。"
327,malfunction,D2,商米D2屏幕触控异常,"尝试以下方法：
1.使用硬件管家->触屏检测，多指触摸屏幕测试屏幕触控是否正常；如果有异常，转下一步继续；
2.重新启动，再使用硬件管家做触屏测试；排除应用影响，如果仍有问题，转下一步继续；
3.检查系统是否已更新到最新版本，如系统系统有更新，请更新最新版本尝试，如果仍有问题，转下一步继续；
4.确认是否使用原装电源适配器；（收银机采用24V/2.5A电源适配器，有条件可更换一个测试是否电源适配器故障导致）
5.请将收银机移至另一个店铺、办公室测试开机触屏是否可以正常使用，如果在其他地方电容屏可以正常触控，请按照以下方式排查电路问题。
a.检查插座是否有接线；(电工检查电路是否有接地线，用测电笔接触设备的金属（microusb旁边的金属）测试是否会亮 亮就代表没接地。)
b.电容触摸屏可能受到附近的大功率设备（变频器、电机、灯箱、镇流器）的电磁干扰，请将机器关机移至新区域再开机测试问题是否仍然存在；如果确认存在电磁干扰，可以逐个电器开关排查哪个是干扰源。"
328,malfunction,D2,商米D2双屏机器客显屏副屏显示比例不对,首先需要收银软件已适配瑞芯微的双屏异显方案支持客显屏显示，如果发现副屏显示内容与主屏一样或显示画面比例不对，可以在桌面找到 【设置】->【显示】，开启【双屏异显】功能，重启再试试。
329,function,D1S,商米D1S屏幕尺寸,我们的屏幕尺寸是15.6寸
330,function,D1S,商米D1S机器怎么关机,使用状态下，请长按电源键2-3秒，按屏幕提示选择关机或重启
331,function,D1S,商米D1S机器怎么重启,使用状态下，请长按电源键2-3秒，按屏幕提示选择关机或重启
332,function,D1S,商米D1S屏幕按什么都不动了一直卡死机状态,请您长按电源键11秒以上，设备会自动断电关机。
333,function,D1S,"商米D1S接口用途

","1. 电源接口：用于连接收银机的电源适配器
2. 钱箱接口：只支持24V/1A钱箱
3. 网线口：连接有线网，无WiFi网络环境使用USB2.0接口(四个)：用于连接扫码盒、扫码枪、小票打印机/标签打印机
4. RJ11串口：用于连接电子秤，需要购买RJ11-RS232转接线使用
5. 音频口：用于连接音箱
6. TF卡槽：支持插入存储卡，最大支持64GB
7. USB调试口：仅在设备调试时使用"
334,function,D1S,商米D1S开机初始化设置,"初次开启商米设备，完成初次设置只需简单几步：
连接电源适配器，短按电源键开机启动，进入首次开机界面，点击【开始设置】按提示操作即可。"
335,function,D1S,商米D1S联网设置,"本机可选择2种上网模式。
1. 连接WLAN：
点击要连接的WLAN，若选择一个加密的网络，则需要输入访问密码方可连接。
2. 通过LAN连网：
插入网线连接网络，D1 网线接口位于底座背面塑料壳内，从底下缺口轻轻打开。"
336,function,D1S,商米D1S连接网线后如何设置固定IP联网,接入网线后，点击 设置->有线网->静态->输入静态IP设置。
337,function,D1S,商米D1S如何下载／使用应用,您可在联网模式下，打开应用市场，浏览并下载应用即可完成安装。
338,function,D1S,商米D1S系统会自动更新吗,商米为了不影响商户日常工作，系统更新不会自动下载更新和安装。您可以在设备首页的“系统更新”中升级更新设备系统。
339,function,D1S,商米D1S如何将机器升级到最新的系统版本,"1、设备需在联网状态，点击 桌面的【系统更新】。
2、当检测到系统更新时将自动下载，点击安装，设备将会重启并执行系统升级。
3、系统升级完成后，再次打开【系统更新】查看当前系统是否已是最新版本。"
340,function,D1S,商米D1S如何恢复出厂设置,"（恢复出厂设置将会清除机器所有数据，请谨慎操作。）
点击“设置”，选择备份和重置，最后点击恢复出厂设置。"
341,function,D1S,商米D1S商米可以提供系统刷机包吗,商米为了系统安全考虑，将不提供系统刷机包。但是我们会持续给现有机具通过OTA方式推送系统更新。
342,function,D1S,商米D1S操作系统是否可以获取ROOT权限,为了设备的安全性和系统稳定性考虑，商米限制不能获取到设备的root权限。
343,function,D1S,商米D1S如何设置锁屏密码,请您点击“设置”，选择安全，点击屏幕锁定方式，可选择【图案】、【PIN码】和【密码】锁定。
344,function,D1S,商米D1S忘记锁屏密码怎么办,此问题需联系设备购买商，申请通过远程方式清除锁屏密码；如果设备系统版本未支持或者无法联系到设备购买商，请联系售后刷机处理。
345,function,D1S,商米D1S设备内置什么输入法安装第三方输入法怎么切换使用,设备默认内置谷歌中文输入法，如果您安装了第三方输入法，请在随意一个允许输入的界面，按右下角的小键盘图标->选择键盘->将您需要使用的输入法启用，然后点击小键盘图标切换方可使用。
346,function,D1S,商米D1S如何调节显示字体的大小,在桌面点击【设置】>【无障碍】切换字体，仅支持系统界面的字体显示。
347,accessories,D1S,商米D1S该设备支持哪些外接哪些硬件,"1. 钱箱口(RJ12)：只支持外接24V/1A钱箱，如果使用12V钱箱可能存在烧毁钱箱电路隐患。
2. LAN口(RJ45)：是网线接口支持100M网络.
3. USB 2.0接口：支持 HID 协议设备,例如扫码枪、读卡器、U盘、鼠标、键盘、USB摄像头 (符合UVC规格）等可即插即用，免驱动的USB设备。支持U盘格式: FAT32:可读可写;NTFS:可读不可写 ;exFAT:不支持。
4. 串口（RJ11）：RJ11串口可连接电子秤、串口打印机等设备；也支持标准RS232串口设备（需要购买转换线）。
5. 音频孔：是3.5mm 4段式CTIA标准接口，支持外接音箱、耳机。
6. TF卡槽：支持插入存储卡，最大支持64GB。
7. USB调试口：仅在设备调试时使用"
348,accessories,D1S,商米D1S是否支持外接RS232接口的设备如打印机电子秤,支持标准RS232串口设备可连接电子秤、串口打印机等设备; 可以直接购买商米RJ11转RS232数据线，或者自行购买转接线时提供RJ11接口的线序给厂家定制。
349,accessories,D1S,商米D1S如何外接钱箱,商米台式收银机设有专用的钱箱接口(RJ12)用于连接钱箱；商米收银机只支持外接24V/1A钱箱，如果使用12V钱箱可能存在烧毁钱箱电路隐患。
350,accessories,D1S,商米D1S如何外接扫码枪,"商米台式收银机设有四个USB接口可用于连接USB设备，支持外接商米小闪和有线扫码枪。USB有线免驱动的扫码设备不限制品牌及型号，即插即用。
物理通讯测试可用：新大陆 NLS-HR22（二维码） NLS-HR11(一维码） NLS-HR22（二维码）民德 MD6100(激光二维码） MD2250(激光一维码）。"
351,accessories,D1S,商米D1S如何外接电子秤,"1. 系统版本支持：
在收银机桌面找到“系统更新”，联网将系统升级到最新版本；如果未检测到版本，请联系商米技术支持推送。
D1s: 单屏 (版本号1.0.7，固件号22)；大小屏(版本号1.0.7，固件号19)。
2. 硬件连接要求：
D1s有专门的RJ11接口通讯口可连接电子秤；支持外接有线连接和蓝牙连接的电子秤。
部分有线连接的电子秤是国标的RS232串口，可购买商米RJ11转RS232数据线连接实现物理通讯接通。
3. 电子秤购买：
因为不同收银软件商可能会适配特定型号的电子秤，具体请咨询收银软件商应该购买哪个型号的电子秤。 (常见可用的有线电子秤：大华ACS-15AB)。"
352,accessories,D1S,商米D1S是否支持通过HDMI连接电视显示屏,本设备不支持HDMI扩展
353,accessories,D1S,商米D1S是否支持外接USB接口的3G4G无线上网卡,"您可以选择购买免驱动只需USB供电的随身WiFi，例如华为随行WiFi2，这类有电就有4G WiFi热点的设备；
注意外接USB网卡需要安装驱动的就不能直接用，因为驱动一般只提供Windows和Mac系统，不支持T1的安卓系统。"
354,accessories,D1S,商米D1S是否支持外接摄像头使用,现有系统版本暂不支持外接USB摄像头
355,accessories,D1S,商米D1S能否连接USB密码键盘,可以连接免驱动的USB密码键盘
356,accessories,D1S,商米D1S是否有内置MIC可支持语音输入,收银机没有内置MIC麦克风，需要外接蓝牙麦克风使用
357,accessories,D1S,商米D1S为什么外接音箱输出的音量比原来的声音小,收银机的音频口是CTIA标准4段式的，如果外接插上3段式的音响接口输出音量会变小的，需要购买转换线转成3段的才可以正常使用。
358,accessories,D1S,商米D1S外接音箱调高音量重启设备后为什么音量会变小,安卓系统的设备，在外接耳机或音箱的情况下，调至最大音量会提示是否将音量调到安全级别以上的提示，如果音量调到安全线以上，重启设备以后，音量会自动返回到安全线以下（也就是前面说的恢复默认音量）。
359,accessories,D1S,商米D1S使用USB线连接电脑传输文件如何操作,"1.机器通过USB数据线与电脑连接后，在D1s主屏幕顶部往下滑，在菜单中选择“USB选项”，点击“文件传输”即可。
2.在电脑上找的L3531（单屏）/L3532（双屏）名称的设备打开，即可查看机器内部存储空间的文件。"
360,function,D1S,商米D1S硬件管家可以检查哪些硬件功能是否正常,"1、硬件管家->本机信息：可查看设备的详细信息及参数；
2、硬件管家->网络状况：可查看/测试本机网络情况、测试信号强度和网络稳定性；
3、硬件管家->显示屏：可设置屏幕亮度并测试显示屏颜色是否正确；
4、硬件管家->触屏：可测试设备触屏灵敏度是否无误。
5、硬件管家->喇叭：可诊断设备的喇叭状态；
6、硬件管家->钱箱：可测试钱箱是否正常打开；"
361,malfunction,D1S,商米D1S开不了机如何处理,"1.检查收银机背面后盖的电源插口是否连接正常；检查电源适配器与电源线的连接处是否插紧
2.拔出所有外接设备的数据连接线，重新插拔下收银机后盖电源插头。
3.有条件可以更换电源适配器交叉测试判断是适配器问题还是机器问题。
4.如以上问题都无法解决，请通过微信小程序“商米服务”进行报修。"
362,malfunction,D1S,商米D1S开机启动卡在系统加载显示花瓣logo页面如何处理,"请长按电源键关机，拔出所有外接设备的数据连接线，重新按下电源键开机，多测试几次看是否能进入系统。
进入系统后，在桌面找到“系统更新”，联网将系统升级到最新版本，单屏:1.0.5，双屏:1.0.2。"
363,malfunction,D1S,商米D1S设备突然死机了,拔下电源线后重新插上，等待5s后，再短按电源键2秒开启。
364,malfunction,D1S,"商米D1S使用卡顿怎么处理
滑动屏幕一直很卡
打开app卡","请尝试以下方法：
1.机器在同时运行多个应用时，或者外卖接单单量较多时，可能会出现因资源不足而运行缓慢的状况，建议可以定期关闭后台非必须的APP进程。步骤:按下□键，选择清扫图标，进行一键清理内存。或者重启机器后再试试。
2.使用某个特定应用时卡顿，可以选择清理应用的缓存数据和垃圾文件。
操作步骤：设置->应用程序管理->选择相应的程序->清除缓存。
3.升级系统到最新的版本以获得更好的使用体验。"
365,malfunction,D1S,商米D1S初次开机无法激活如何处理,"1. 手机分享热点给收银机连接，测试是否网络异常导致无法联网激活；
2. 重新启动，再试。
3. 使用其他商米设备测试打开应用市场是否可以下载应用，如果是伺服器异常，请稍后再试。（或者在设备的“您好”页面右上角空白处连续点击5下跳过激活步骤）"
366,malfunction,D1S,商米D1S系统更新下载升级包失败如何处理,点击 设置->应用->点击右上角显示系统进程->找到系统更新->储存空间->清除数据，重启机器，再次下载更新试试
367,malfunction,D1S,商米D1S设备搜不到wifi信号手机可以搜索到,收银机硬件仅支持2.4Ghz的WiFi网络，不支持5Ghz，请连接非5G的wifi频段尝试。
368,malfunction,D1S,商米D1S连接WiFi提示网络连接失败WiFi连接后不能上网,"1.收银设备能搜索到WiFi网络，一般代表无线网卡硬件正常，大概率属于网络配置问题，尝试重新启动机具，试试是否恢复正常；
2. 如果仍然无法联网，可在收银机桌面点击 设置->硬件管家->测试网络是否通畅，点击“开始测试”查看网络测试结果是否良好，判断是否网络不稳定或网络不通导致的问题；
同时使用其他设备连接同一WiFi网络，如果其他设备能够联网，继续下一步排查；
如果其他设备也不能联网，请检查无线路由器的设置以及联系宽带的服务商排查网络问题；
3. 可能是网络缓存数据有问题，在收银机桌面点击 设置->更多，选择“重置网络设置”；完成后再打开 设置->硬件管家->测试网络是否恢复正常；
4. 可能属于无线路由器或宽带网络问题，尝试切换其他无线网络或手机开热点让收银机连接，测试是否WiFi的网络问题。如果能够连接其他WiFi热点代表设备硬件没问题，请继续下一步排查；
5.可能是周围的WiFi信号互有干扰，建议重启路由器，如果问题仍然存在，可能需要修改路由器的无线配置（例如WiFi信道选择1-11，WiFi加密方式改WPA2,WPA等试试)。"
369,malfunction,D1S,商米D1S插入网线连接后无法连接网络,"请尝试以下方法：
1. 检查网线连接后，网线状态灯是否正常闪烁；如果状态灯不亮，需要检查是否网络异常，有条件可以更换网线测试；
2. 检查屏幕右上角是否显示有线网已成功连接的logo。如果网线状态灯亮，但是不显示网络已连接的Logo，可检查是否局域网内的DHCP服务是否启用，如果使用固定IP联网方式，需要在设置->有线网->静态->设置静态IP的方式连接网络。
3. 如果屏幕右上角是否显示有线网已成功连接的logo，但是某个APP不能联网，那么属于该APP的问题；如果网络检查无问题，所有应用均无法联网，尝试以下步骤：设置->备份和重置，选择“重置网络设置”，关机后重新开机再测试。
4. 如果是连网不稳定，可以点击设置->硬件管家->测试网络的信号强度及网络稳定性、如果网络存在连接不稳定或信号弱，则需要检查路由器或者联系当地运营商核实网络状况。"
370,malfunction,D1S,商米D1S外接USB扫码枪外接USB扫码盒不能使用,"收银机支持免驱动、USB HID 协议有线连接的扫码设备（相当于标准的键盘输入设备），支持即插即用。
无线扫码枪一般支持Windows设备为主，安卓系统大多不兼容，请与厂家确认是否支持。
外接USB接口的有线扫码枪有问题，按照以下步骤排查：
1、检查扫码枪是否已通电；连接时有蜂鸣声提示，按压扫码有红光。
如果扫描枪未通电，按照以下步骤排查：
1)检查收银机物理接口连接了哪些设备，拔出所有外接的外设；
2)更换其他USB接口连接重新连接，再试；
3)将扫码枪换到其他设备上测试是否可用，如果在其他设备上扫码枪可用，则将收银机关机重新启动再连接扫码枪试试是否可用。
2、测试扫描枪是否能捕获条码的数据；在桌面打开计算器app，使用扫码枪分别扫描商品条码和手机付款码，查看是否能获取条码数据。
如果扫商品的条码可以获取条码数据，代表硬件连接正常可使用，请检查收银软件的设置是否问题。
如果扫商品的条码不能获取条码数据，按照以下步骤排查：
1) USB接口多连接几个设备，例如USB扫码枪、鼠标、键盘；然后在收银机桌面打开【设置】->【关于设备】->连续点击6下固件版本号->输入密码“1234” ->选择CIT Preload->USB，查看“检测到的外置USB设备有”多少个；如果能检测到USB设备，代表USB接口工作正常。如果检测USB设备为0个，可能USB接口有故障。
2) 如果USB接口工作正常，只是扫码枪不能扫描，请注意商品条形码是否有欠缺和破损；扫码枪是否兼容商品的条形码类型；还有扫码枪是否支持扫描屏幕（部分扫码枪只能扫描纸质上的条码）；"
371,malfunction,D1S,商米D1S用扫码枪或扫码盒扫描条码二维码识别数值不完整缺少部分数值,"1.此问题可能是扫码枪扫码识别的数值经过输入法输出，被输入法截取了部分数值，您可以在收银机桌面点击 设置->扫码与键盘，找到“已接入的键盘或其他设备”选择输出方式为“扫码设备”->点击“保存”，设置完成后扫码枪扫码，识别内容不会经过输入法直接输出到UI界面。
2.如在第一步操作仍然无法解决，我们为您转接专家客服为您处理。"
372,malfunction,D1S,商米D1S屏幕触控异常,"尝试以下方法：
1.使用硬件管家->触屏检测，多指触摸屏幕测试屏幕触控是否正常；如果有异常，转下一步继续；
2.重新启动，再使用硬件管家做触屏测试；排除应用影响，如果仍有问题，转下一步继续；
3.检查系统是否已更新到最新版本，如系统系统有更新，请更新最新版本尝试，如果仍有问题，转下一步继续；
4.确认是否使用原装电源适配器；（收银机采用24V/2.5A电源适配器，有条件可更换一个测试是否电源适配器故障导致）
5.请将收银机移至另一个店铺、办公室测试开机触屏是否可以正常使用，如果在其他地方电容屏可以正常触控，请按照以下方式排查电路问题。
a.检查插座是否有接线；(电工检查电路是否有接地线，用测电笔接触设备的金属（microusb旁边的金属）测试是否会亮 亮就代表没接地。)
b.电容触摸屏可能受到附近的大功率设备（变频器、电机、灯箱、镇流器）的电磁干扰，请将机器关机移至新区域再开机测试问题是否仍然存在；如果确认存在电磁干扰，可以逐个电器开关排查哪个是干扰源。"
373,malfunction,D1S,商米D1S双屏机器客显屏副屏显示比例不对,首先需要收银软件已适配瑞芯微的双屏异显方案支持客显屏显示，如果发现副屏显示内容与主屏一样或显示画面比例不对，可以在桌面找到 【设置】->【显示】，开启【双屏异显】功能，重启再试试。
